"","Video.Name","Metric","Width","Height","Video.Length","Frames.per.Second","Frame.Count","Original.Bitrate","Original.Size","Scene.Count","Avg.Motion..","Avg.PCC","Compression.Preset","Compression.Duration","Compressed.Bitrate","Compressed.Size","Average.PSNR","Average.SSIM","Average.VIFp","Normalized.PSNR","Normalized.SSIM","Normalized.VIFp","Normalized.Duration","Normalized.Size","PSNR.By.Duration","SSIM.By.Duration","VIFp.By.Duration"
"1","1008613954-preview.mp4",3.8628307,596,336,25.32,59.94,1513,117.449707,2.942211151,1,0.23271,0.82356,"veryfast",4.72,17.97924805,0.452194214,39.61,0.955522254,0.677815587,1.2962962962963,1.39309074908344,1.37920919009629,1.05326806795278,1,1.23073729826054,1.32263646024242,1.30945694838831
"2","1011314759-preview.mp4",3.3102592,596,336,30.8,50,1540,109.8632813,3.434262276,1,0.19714,0.84904,"veryfast",5.39,30.7791748,0.944577217,39.98,0.975031923,0.710082979,1.05235602094241,1.22929405136616,1.16877268442415,1.04234217051307,1,1.00960706638628,1.17935749520819,1.12129463576135
"3","1021607974-preview.mp4",4.1411893,596,336,16.56,25,414,109.8632813,1.841935158,1,0.16203,0.98908,"veryfast",1.12,15.48486328,0.255503654,39.73,0.975371277,0.757923772,1.35714285714285,1.50513722492219,1.42020077945859,1.03411860276198,1,1.31236673773987,1.45547833768988,1.37334419443325
"4","1080-60fps View.MOV",3.2027324,1920,1080,10.75,60,645,2839.228516,31.61633968,1,0.0666,0.94,"veryfast",15.57,1205.922363,12.91687489,31.68459954,0.936750144,0.543396121,1.12378814943993,1.12325599954666,1.1898913790104,1.01780069062789,1.05435774001039,1.10413380516245,1.10361096223438,1.16908093103802
"5","1080-60fps Walking.MOV",2.9627177,1920,1080,11,60,660,4880.441406,54.27044964,1,0.4596,0.67,"faster",26.02,1861.18689,20.39916229,30.24184613,0.868125554,0.423149708,1.00156652283799,1.00146128541187,1.00089289053119,1.01262129334329,1.00126983029488,0.989083015952793,0.988979090204026,0.988417779786778
"6","1080p60 Bike 1.mp4",2.9820284,1920,1080,38.644,59.94,2316,3051.875,115.7885351,1,0.29856,0.83765,"faster",91.39,1369.522827,52.72599792,27.76,0.868028009,0.428338439,1.02941176470589,1.0113906922064,1,1.01970943159985,1,1.00951480177134,0.991842049180224,0.980671521720721
"7","1080p60 Bike 2.mp4",3.3524926,1920,1080,29.17,59.94,1749,3051.875,87.73809433,1,0.35597,0.80051,"fast",76.25,1147.981201,33.47212505,27.64,0.891308424,0.476376747,1.41379310344828,1.42987980433755,1.32423765708854,1.04256694367498,1.19246766958503,1.35606937475378,1.37149927207295,1.27017038581781
"8","1080p60 Bike 3.mp4",3.0043582,1920,1080,21.031,59.94,1261,3051.875,63.2643404,1,0.22755,0.84514,"faster",40.87,957.5074463,20.13430309,28.2,0.903565197,0.471402993,1,1.06049657336094,1.01752243694044,1.02451798413391,1,0.976068761589736,1.03511757703057,0.993171864914229
"9","1080p60 Bike 4.mp4",3.6230412,1920,1080,56.037,59.94,3358,3051.875,167.8426409,1,0.21832,0.84488,"fast",138.95,1196.118164,66.80640221,28.24,0.907588633,0.487765517,1.54285714285714,1.51744030871601,1.4123521218355,1.04455839062186,1.18184052582343,1.47704250591355,1.45270989380749,1.35210452045164
"10","160416_30_Smartphone2.mov",5.1066517,1920,1080,11.4,25,285,744.5205078,8.478028297,1,0.2605,0.97,"veryfast",4.72,21.98449707,0.24971962,44.6652567,0.984178115,0.731521357,1.65210771937942,1.86900768733389,1.7585344906146,1.03387703889586,1,1.59797312177839,1.80776593058873,1.70091260803379
"11","161212_068_Vietnam_1080p96fps.mp4",2.9101808,1920,1080,32.48,25,812,5331.632935,170.3689117,1,0.2236,0.94,"faster",19.47,146.9918213,4.757061005,40.69303204,0.973037535,0.521797117,1,1.00303860697919,1,1.03190791435558,1,0.969078719223211,0.97202336858283,0.969078719223211
"12","171124_B1_HD_001.mp4",3.0674348,1920,1080,19.2,25,480,3680.15271,69.75031185,1,0.2745,0.8,"fast",19.59,328.6102295,6.2865448,38.85621611,0.962860133,0.645014728,1.22331477989808,1.32170622530502,1.26471858620106,1.05531630531631,1.17689387315914,1.159192531884,1.2524266124258,1.19842608308984
"13","180301_03_B_CausewayBay_02.mp4",3.1780201,1920,1080,15.52,25,388,3885.625366,58.90541935,1,0.3227,0.9,"slow",37.93,95.10339355,1.470677376,42.78593592,0.976149535,0.704131666,1.89240616601663,1.92478472202407,1.87727309998464,1.40366013071895,1.27653946415572,1.34819399981628,1.37126123332875,1.33741285294119
"14","180301_03_B_CausewayBay_03.mp4",3.0954212,1920,1080,30.44,25,761,3809.698242,113.2665501,1,0.2882,0.95,"medium",34.17,83.23657227,2.524577141,41.62838711,0.963558281,0.536987699,1.68627857977338,1.8314669321383,1.69385291589939,1.15301582670848,1.46021201329399,1.4624938710401,1.58841439095124,1.46906302295506
"15","180626_07_DMZ_08.mp4",4.5333008,1920,1080,8.56,25,214,4242.866333,35.80779743,1,0.2749,0.94,"fast",6.84,419.2156982,3.575533867,34.54986109,0.972105391,0.650818186,1.50113607355422,1.68332262024354,1.53950921025918,1.04205921938089,1,1.44054775931648,1.61538095814137,1.47737209328069
"16","19946059-preview.mp4",3.6303293,596,336,24.94,50,1247,109.8632813,2.681645393,1,0.03798,0.9125,"veryfast",2.55,10.58569336,0.263055801,48.13,0.994056299,0.846509324,1.41860465116279,1.18904601494097,1.16444350449465,1.03905013192612,1,1.36528990043346,1.14435865836117,1.12068077248215
"17","25506602-preview.mp4",3.1262282,596,336,21.76,25,544,109.8632813,2.375465393,1,0.26625,0.95327,"faster",2.14,15.25512695,0.330752373,41.11,0.979362731,0.781710597,1.03472222222222,1.09255125655902,1.14717367785293,1.04741144414169,1,0.987885160134118,1.04309654307273,1.09524646142566
"18","6380351-preview.mp4",3.8094831,596,336,27.695,29.97,830,109.8632813,2.973053932,1,0.15241,0.95402,"faster",2.98,19.21398926,0.530191422,42.6,0.981069194,0.775901501,1.3051948051948,1.35447199477048,1.33840455104261,1.04950495049505,1,1.24362901249694,1.29058180633791,1.27527226089909
"19","720-120fps View.MOV",3.5250802,1280,720,10.625,120,1275,3466.872314,37.75668812,1,0.0819,0.92,"veryfast",14.12,923.3747559,9.775444984,30.1870951,0.918852487,0.501859839,1.22337349487879,1.30528139853289,1.25721001901061,1.02426322641733,1.04853887148946,1.19439365128622,1.27436128220527,1.22742864000701
"20","720-120fps Walking.MOV",3.1019939,1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,"fast",26,1999.579224,20.17266655,27.33784554,0.899214612,0.42754818,1.08063964228909,1.16361265827584,1.10472944126934,1.03533854869166,1.04277222589202,1.04375486033498,1.12389581141963,1.06702241760954
"21","acoustic_guitar_guitar_player_805.mp4",3.1466442,1280,720,7.32,25,183,298.1385498,2.134100914,1,0.37065,0.89391,"faster",2.45,59.29162598,0.432448387,42.44,0.986992222,0.713614242,1.02205882352941,1.1900710839252,1.06089289488116,1.04016298020955,1,0.982594884624248,1.14411982215081,1.01992948707657
"22","Animal.mp4",3.7052532,1920,1080,35.75,24,858,1610.656616,56.24213409,2,0.14086,0.83119,"fast",28.17,173.631958,6.184938431,46.92,0.980175123,0.463392056,1.4954954954955,1.5169156142366,1.46495570253022,1.05851302225985,1.14158585768577,1.41282673339505,1.43306277989674,1.3839751346683
"23","Animal_2.mp4",4.2224479,1280,720,20.167,24,484,997.9141846,19.65929127,1,0.01475,0.99277,"faster",3.26,9.327514648,0.187428474,42.72,0.975215134,0.616012866,1.42465753424658,1.64563561021255,1.31068622277143,1.03153153153153,1.00582957814458,1.38110905066699,1.59533233828466,1.27062157840724
"24","Animal_3.mp4",3.2714948,1280,720,41.833,24,1004,829.5612793,33.90235138,1,0.00673,0.98163,"veryfast",9.98,43.11132813,1.797013283,37.66,0.937875638,0.578330911,1.11475409836064,1.14723603064915,1.11331974321031,1.03173321024694,1,1.08046739921635,1.11195027867191,1.07907716079415
"25","Animal_4.mp4",3.2392186,1280,720,29.083,24,698,1629.902222,46.30081749,1,0.04014,0.98203,"fast",12.31,78.04382324,2.261634827,38.38,0.944599633,0.557612179,1.25892857142857,1.35755871687796,1.24775118303457,1.06770833333333,1.11730317538637,1.17909407665505,1.27146962751497,1.16862549825677
"26","Arena Steps 1080p30.mp4",4.6148838,1920,1080,16.652,29.97,499,1464.875,24.34344292,2,0.33628,0.88596,"fast",15.06,175.0611572,2.927621841,26.94,0.955695739,0.650392154,2,1.81529120954181,1.54558121570369,1.0584740167877,1.09747466596978,1.88951260803707,1.71500781384405,1.46019759690869
"27","Arndale 1080p30.mp4",4.7151551,1920,1080,16.205,29.97,486,1464.875,23.51748943,1,0.07514,0.98461,"veryfast",8.77,133.3920898,2.164183617,29.44,0.95713574,0.705893868,1.67857142857143,1.7240692230877,1.41735717744174,1.02114085564173,1.00107174355864,1.64381967413941,1.68837551995137,1.38801338680256
"28","Baby_goats.mp4",3.9157182,1280,720,29.279,23.976,702,1122.787354,32.11279297,1,0.25741,0.84744,"faster",10.17,90.8548584,2.650629997,36.9,0.943565461,0.609328686,1.33620689655172,1.39673323188848,1.30998431058975,1.03248605083695,1,1.29416459957844,1.35278653959176,1.26876707876863
"29","Baby_goats_2.mp4",3.9649545,1920,1080,19.786,29.97,593,1621.998291,31.34929466,1,0.33283,0.80333,"faster",18.77,193.0472412,3.805846214,41.48,0.975816768,0.668215785,1.23333333333333,1.37478819836066,1.46634691220434,1.02762047844678,1,1.20018368571,1.33783651376685,1.42693430401531
"30","bars_100.avi",4.1686934,720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,"veryfast",0.37,2.554199219,0.010281563,50.42525676,0.997299314,0.85884951,1.68495296134227,1.80950551477308,1.6514574904647,1.06521739130435,1.15884269697006,1.58179257595397,1.6987194628482,1.55034784819135
"31","bb1.mkv",4.3651539,1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,"faster",41.93,23.11437988,3.977581024,44.8,0.980354715,0.603399027,1.76056338028169,1.48149821582452,1.28308610788301,1.03665249808376,1,1.69831586142519,1.42911748976928,1.23772055752028
"32","bb2.mkv",4.294333,1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,"medium",163.79,118.4677734,29.85460472,44.8,0.874482861,0.409703983,1.77941176470588,1.56636686928306,1.36821980831224,1.09772541783471,1,1.62099896367145,1.42692047012336,1.24641352571674
"33","bb3.mkv",4.2181931,1280,720,289.608,29.97,8679,398.5480957,112.7174883,4,0.33707,0.9309,"veryfast",88.45,58.39001465,16.84808636,44.54,0.984777889,0.715960389,1.54135338345865,1.44272829117607,1.38618443694046,1.03201154559824,1.0039148243742,1.49354277094366,1.39797689020983,1.34318694674769
"34","bb4.mkv",4.0369217,1280,720,166.982,29.97,5004,490.7335205,80.02311134,3,0.0745,0.95767,"veryfast",38.81,21.390625,3.558614731,44.54,0.977692594,0.723444253,1.58333333333333,1.3923051806344,1.23154868646772,1.03770204188286,1.00431243766634,1.52580728323561,1.34171961164124,1.18680376135055
"35","bb5.mkv",4.1354997,1280,720,289.443,29.97,8674,358.5378418,101.3439989,2,0.09707,0.94576,"veryfast",74.48,28.58691406,8.243812561,44.8,0.9768081,0.602168492,1.73611111111111,1.36053439538353,1.19966669693378,1.03504969046788,1.00370627853999,1.67732151132408,1.31446287836531,1.15904261213922
"36","Bee.mp4",3.0912116,1920,1080,26.76,29.97,802,1628.141968,42.55849838,1,0.09791,0.95626,"fast",21.23,57.15222168,1.523873329,46.66,0.992783211,0.559656594,1.52380952380952,1.89037543093909,1.37168335129956,1.07157561361837,1.44480483968644,1.42202706411366,1.76410829708591,1.28006211961825
"37","birds_tweeting_bathing_river_water_680.mp4",5.8902909,1920,1080,32.044,29.97,960,511.9628906,16.42278481,1,0.42221,0.77508,"faster",24.75,363.5404053,11.60289478,22.71,0.649715684,0.179629867,2,2,2,1.01663457068862,1.00195827422111,1.96727522126784,1.96727522126784,1.96727522126784
"38","bumblebee credits.mkv",2.9927683,1920,1080,185.018,24,4435,1095.494629,68.9848299,2,0.10098,0.93871,"slower",499.03,34.19726563,6.302868843,47.27,0.993475,0.781521694,1.9873417721519,2,1.99819487632121,2,1,0.993670886075951,1,0.999097438160606
"39","bumblebee scene 1.mkv",3.2547585,1920,1080,163.412,24,3918,1095.494629,218.0718145,17,0.18279,0.62345,"faster",107.83,165.0507813,26.87425613,42.96,0.977558464,0.505841462,1.15079365079365,1.18430659496684,1.1298023487919,1.02737800388246,1.03619619782041,1.12012681451696,1.15274669156956,1.09969489761547
"40","bumblebee scene 2.mkv",3.8959223,1920,1080,486.861,24,11672,1095.494629,720.5618916,21,0.29039,0.76157,"faster",348.21,209.0810547,101.4174623,41.37,0.961163662,0.439522347,1.27999999999999,1.33575444632456,1.38952835091754,1.02807050692087,1,1.24505079309557,1.29928291623229,1.35158857448334
"41","bumblebee scene 3.mkv",3.5734785,1920,1080,300.633,24,7207,1095.494629,372.2027903,9,0.30004,0.86504,"faster",164.65,130.0430908,38.94882965,40.98,0.961699906,0.55468763,1.17924528301887,1.35492096703882,1.13562781788997,1.02695288195034,1,1.14829541232632,1.31936040187708,1.10582270895744
"42","bumblebee scene 4.mkv",3,1920,1080,240.323,24,5762,1095.494629,259.594182,7,0.10222,0.79566,"slower",893.2,43.70129395,10.46455765,45.65,0.983165069,0.366941008,2,2,2,2,1,1,1,1
"43","bumblebee scene 5.mkv",3.46472,1920,1080,241.574,24,5792,1095.494629,306.4209423,8,0.10642,0.86911,"faster",111.6,36.81933594,8.862512589,43.1,0.974390241,0.510520047,1.21428571428572,1.32215761678994,1.13443168715759,1.03354190315346,1.02511684959608,1.17487806791459,1.27924916518225,1.09761557194372
"44","Burgos  Spain- A Virtual Day in the Pedestrian Precinct (Short version 720p).mp4",4.5432836,1280,720,325.023,29.97,9741,305.1757813,103.2941685,4,0.3202,0.94195,"faster",98.3,74.94750977,24.27179813,67,0.981036941,0.719567894,2,1.5042555035647,1.16208654169281,1.02708578579534,1,1.94725701364007,1.46458603981152,1.13144058438403
"45","byger-20030708-liten.avi",2.9561368,1024,576,121.48,25,3037,374.2772217,44.47452354,5,0.31566,0.95733,"fast",43.77,61.93444824,7.496641159,39.31919256,0.955238392,0.552932302,1.10190450644012,1.12562386642393,1.07567298350513,1.06143146913938,1.0527338024774,1.03813061745151,1.0604771943841,1.01341727165608
"46","cat_feline_animal_pet_house_cat_427.mp4",4.8547825,1920,1080,14.84,50,742,328.3735352,4.76262188,1,0.09753,0.99188,"veryfast",11.05,52.44091797,0.775415421,41.09,0.975964152,0.72229242,1.59217877094972,1.80463796466069,1.62879536873709,1.03092113810576,1.00413879392034,1.54442344045369,1.75051019710061,1.57994177103584
"47","credit-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi",5.2658952,1920,808,61.248,30,1468,764.5021973,47.17855263,1,0.18853,0.67046,"faster",16.92,48.84777832,2.977091789,15.62478597,0.642175457,0.033994872,1.75289488511767,2,1.64239308567818,1.02033875246582,1.00414871114693,1.71795384707433,1.96013333333333,1.60965471683699
"48","credit-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi",5.3105593,1920,798,60.024,30,1438,1265.165161,75.48967361,1,0.08508,0.33618,"fast",19.92,85.53283691,5.106376648,14.60618255,0.80915096,0.1062746,1.90652134344986,2,1.62554166254726,1.04171005083604,1,1.83018426472871,1.91992003762935,1.56045500496291
"49","Cutted_wood.mp4",4.354105,1920,1080,33.534,29.97,1005,1564.610596,51.25009632,1,0.32662,0.91732,"faster",19.47,99.12243652,3.311873436,42.79,0.980826116,0.777456176,1.38333333333333,1.60930137070377,1.47370817090064,1.02540456925274,1.00036367198166,1.34906101924379,1.56943066079425,1.43719680513478
"50","Day Drive (inverted) 1080p30.mp4",3.3439063,1920,1080,31.192,29.97,935,1464.875,45.00297832,1,0.35276,0.89519,"faster",31.66,359.4970703,11.19874859,27.2,0.911827023,0.583851097,1.16666666666664,1.20262594029029,1.02350470327721,1.01462093862816,1,1.14985471149852,1.185295803097,1.00875574740362
"51","deer_animal_food_eating_bushes_474.mp4",3.7156948,1920,1080,16.725,23.976,400,1217.440796,20.53606033,1,0.0584,0.9918,"veryfast",7.55,128.4077148,2.139866829,37.77,0.962369561,0.687455635,1.35393258426966,1.55322658824306,1.38335474336228,1.0188529993408,1.13333356903525,1.32887922511457,1.52448546478048,1.35775695243308
"52","dock_jetty_pier_boy_teen_teenager_453.mp4",4.2615626,1920,1080,12.08,25,302,430.9847412,5.086317062,1,0.02205,0.99152,"veryfast",5,100.2875977,1.207101822,38.77,0.970117085,0.664419619,1.40909090909091,1.53978896127764,1.41332389440845,1.02308768656716,1.00051641370682,1.37729241353586,1.50504104535184,1.38142987445257
"53","dog_canine_walk_pet_park_estray_804.mp4",4.3790137,1920,1080,10.444,29.97,313,483.1779785,4.932394028,1,0.1942,0.9214,"veryfast",6.59,132.3745117,1.377397537,41.31,0.973528873,0.692930879,1.4277108433735,1.63191949247976,1.4374610077881,1.02696443341605,1,1.39022423456714,1.58907109085698,1.39971839434264
"54","dog_pet_canine_white_sitting_lying_433.mp4",4.9361663,1920,1080,14.68,50,734,319.2976074,4.581183434,1,0.07462,0.98766,"faster",11.84,93.3762207,1.365815163,41.49,0.9763184,0.660682645,1.58,1.84794541246752,1.66510346276107,1.0298204360838,1.00190502830435,1.5342480539699,1.79443459045627,1.61688718189855
"55","duck_family_ducks_series_water_831.mp4",2.9242567,1920,1080,8.192,25,204,1904.912231,15.31263065,1,0.04961,0.90667,"faster",7.44,317.0212402,2.577555656,30.34,0.955200447,0.559525268,1,1,1.00491658218783,1.02758305394697,1,0.973157348361263,0.973157348361263,0.977941956446169
"56","espresso_coffee_coffee_machine_555.mp4",4.3301956,1920,1080,66.624,29.97,1994,551.8309326,37.71563339,1,0.18735,0.97048,"faster",41.41,70.84179688,4.696300507,43.8,0.987198448,0.772341416,1.35460992907801,1.67106807310809,1.4597922013273,1.03585855629062,1,1.30771708246427,1.61322032140387,1.40925823555948
"57","espresso_coffee_ristretto_443.mp4",3.6421323,1920,1080,16.9,50,845,325.3530273,5.374081612,1,0.02118,0.98953,"medium",25.5,27.94995117,0.470648766,47.34,0.993665265,0.757401716,1.66666666666667,1.88569414749891,1.81486358701529,1.20423253442121,1.22372456870254,1.38400733996754,1.56588872464339,1.50707071528138
"58","fight1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi",3.5146937,1920,798,58.68,30,1406,2130.918457,123.325243,14,0.19698,0.46947,"medium",73.74,141.8182373,8.27829361,17.09416927,0.767542293,0.128498674,2,1.84521771441588,1.71357089239762,1.10487608924047,1.43145963263762,1.81015773576463,1.67006755995992,1.55091680332732
"59","fight2-FRobin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi",3.326763,1920,798,52.8,30,1264,2116.720703,110.1729431,10,0.24131,0.46774,"medium",69.58,192.5786133,10.10593224,16.3557894,0.746173515,0.133098354,2,1.91565261892744,1.67592973269877,1.09562791268089,1.53408624614,1.82543724639709,1.74845182087414,1.52965227820633
"60","fight3-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi",3.6967175,1920,798,58.128,30,1394,1834.600098,105.4683132,3,0.39492,0.60618,"faster",39.75,129.0269775,7.467352867,16.91890071,0.748237369,0.121243919,1.08661541307871,1.9828613940817,1.34152952323514,1.02326488633543,1.16609343073106,1.06191019313694,1.93777918167683,1.31102859205841
"61","Forest_Slice.mov",4.3498616,1920,1080,10,25,250,4367.943115,42.79103088,1,0.18416,0.95512,"faster",5.14,108.8154297,1.084226608,40.17506241,0.971082554,0.719036996,1.32542433375881,1.69397326666309,1.42983146030133,1.02284382284382,1,1.29582278756274,1.65614068231191,1.39789812322076
"62","FroggerHighway.mp4",3.8837202,1920,1080,51.833,24,1243,5493.125,274.4662342,1,0.09169,0.8476,"slow",72.9,23.85925293,1.232496262,45.16231011,0.986221776,0.607262797,1.78315724859355,1.75259430695733,1.83594814644176,1.38313253012048,1,1.28921647764168,1.26711957732978,1.32738411284553
"63","gravity.falls.s02e18.1080p.bluray.x264-taxes.mkv",3.1532798,1920,1080,1384.95,23.976,33204,640.625,1115.5765,157,0.34283,0.77526,"slow",1988.14,873310,154248671,43.52,0.99225,0.999999984,1.81651376146789,1.9230769230769,2,1.3184470876534,1.38056135838252,1.37776766203107,1.45859241609736,1.51693611274128
"64","gravity.falls.s02e19.1080p.bluray.x264-taxes.mkv",3.3314823,1920,1080,1324.896,23.976,31764,677.9785,1115.6447,209,0.12441,0.44138,"slow",1629.53,704307,119003477,43.52,0.99335,0.999999984,1.80909090909091,1.93846153846151,2,1.30174850747968,1.32531264276548,1.38973918440936,1.48912138352635,1.5363950782415
"65","gravity.falls.s02e20.1080p.bluray.x264-taxes.mkv",3.2213641,1920,1080,2638.998,23.976,63271,683.3496094,2238.944418,341,0.30173,0.72078,"slow",3579.13,95.43383789,250.9341545,43.93,0.99275,0.999999985,1.95575221238938,1.90625000000001,2,1.31548023937904,1.38331740289373,1.48672108773947,1.44909056247005,1.52035731144398
"66","guitarist_music_man_boy_guitar_355.mp4",3.5771768,1280,720,25.472,23.976,610,265.3000488,6.610398293,1,0.29482,0.7222,"faster",9.15,56.63024902,1.435584068,41.76,0.979751231,0.694354744,1.09322033898305,1.45517349877846,1.17437231240677,1.04069952305246,1,1.05046683962777,1.39826478877429,1.12844513367531
"67","handheld video.mp4",3.009796,3840,2160,60.654,30,1821,5862.145508,349.3742352,1,0.42705,0.63138,"fast",352.97,3869.003174,233.8081007,33.62,0.90624092,0.470013929,1.09004739336493,1.17913651190953,1.10759447377926,1.03315113244646,1.08592951611982,1.05507060790201,1.14130108836777,1.07205464814864
"68","Hanna.S01E01.Forest.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTG.mkv",4.0125249,1920,1080,2893.824,23.976,69382,909.9595947,2793.483319,7,0.08482,0.91085,"faster",1273.11,41.78344727,120.4769068,47.29,0.986602518,0.75012492,1.3235294117647,1.41158301421188,1.40628021694054,1.0321163790418,1,1.28234512952255,1.3676587668557,1.36252097679731
"69","Hanna.S01E02.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv",3.962761,1920,1080,2829.888,23.976,67849,991.6379395,2957.839188,6,0.14592,0.9214,"veryfast",1306.29,48.23986816,136.0198078,47.16,0.985112388,0.749888439,1.29107981220657,1.40147786961266,1.40963168532631,1.03185310463552,1.00322870239843,1.25122442953023,1.3582145203776,1.36611662938615
"70","Hanna.S01E03.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv",4.0950167,1920,1080,3244.608,23.976,77792,841.22229,2914.625203,28,0.15969,0.89063,"veryfast",1504.09,46.00524902,148.7287016,47.34,0.989450375,0.751174409,1.38392857142857,1.43111912338925,1.45255233996079,1.03276514034183,1.00908201249405,1.34002254469057,1.38571594594641,1.40646917989507
"71","Hanna.S01E04.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv",4.1291725,1920,1080,3346.336,23.976,80231,863.9609375,3080.326667,8,0.11543,0.89928,"veryfast",1425.37,29.54284668,98.50241852,47.33,0.989827146,0.750951456,1.37004405286344,1.46916701732782,1.42433862424001,1.03175817225562,1.00076103886775,1.32787322621178,1.42394512283429,1.38049657617553
"72","Hanna.S01E05.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv",4.162854,1920,1080,3244.896,23.976,77799,780.2791748,2721.863653,17,0.13023,0.91311,"veryfast",1440.67,37.46948242,121.144351,47.34,0.990251938,0.75086974,1.38425925925926,1.49188926796821,1.43823561593676,1.03298815573834,1.00330341310134,1.34005336999227,1.4442462478206,1.39230600849316
"73","Hanna.S01E06.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv",3.9463338,1920,1080,3095.648,23.976,74221,863.2237549,2847.384248,8,0.18963,0.92763,"faster",1400.06,47.7109375,147.1625843,47.05,0.988202516,0.746555955,1.24774774774775,1.45050170140627,1.37297287625923,1.0316467316772,1,1.20947191459544,1.40600620044434,1.33085564476817
"74","Hanna.S01E07.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv",4.0863285,1920,1080,2999.424,23.976,71914,820.79,2404.197,14,0.14997,0.93259,"veryfast",1306.78,45.875,134,47.16,0.98882479,0.749416573,1.37837837837838,1.38226384651962,1.45423005187265,1.03145702267101,1,1.33634106713336,1.34010803759926,1.40987944229305
