Video.Name,Metric,Width,Height,Video.Length,Frames.per.Second,Frame.Count,Original.Bitrate,Original.Size,Scene.Count,Avg.Motion..,Average Intensity,Avg.PCC,Compression.Preset,Compression.Duration,Compressed.Bitrate,Compressed.Size,Average.PSNR,Average.SSIM,Average.VIFp,Normalized.PSNR,Normalized.SSIM,Normalized.VIFp,Normalized.Duration,Normalized.Size,PSNR.By.Duration,SSIM.By.Duration,VIFp.By.Duration
Hanna.S01E04.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv,4.1291725,1920,1080,3346.336,23.976,80231,863.9609375,3080.326667,8,0.11543,0.617345286,0.89928,veryfast,1425.37,29.54284668,98.50241852,47.33,0.989827146,0.750951456,1.370044053,1.469167017,1.424338624,1.031758172,1.000761039,1.327873226,1.423945123,1.380496576
Hanna.S01E05.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv,4.162854,1920,1080,3244.896,23.976,77799,780.2791748,2721.863653,17,0.13023,0.617345286,0.91311,veryfast,1440.67,37.46948242,121.144351,47.34,0.990251938,0.75086974,1.384259259,1.491889268,1.438235616,1.032988156,1.003303413,1.34005337,1.444246248,1.392306008
Hanna.S01E06.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv,3.9463338,1920,1080,3095.648,23.976,74221,863.2237549,2847.384248,8,0.18963,0.617345286,0.92763,faster,1400.06,47.7109375,147.1625843,47.05,0.988202516,0.746555955,1.247747748,1.450501701,1.372972876,1.031646732,1,1.209471915,1.4060062,1.330855645
Hanna.S01E07.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv,4.0863285,1920,1080,2999.424,23.976,71914,820.79,2404.197,14,0.14997,0.617345286,0.93259,veryfast,1306.78,45.875,134,47.16,0.98882479,0.749416573,1.378378378,1.382263847,1.454230052,1.031457023,1,1.336341067,1.340108038,1.409879442
Hanna.S01E08.1080p.AMZN.WEB-DL.DDP5.1.H.264.1-NTb.mkv,3.9961923,1920,1080,2906.976,23.976,69697,854.5456543,2648.970993,16,0.22686,0.617345286,0.91719,faster,1443.08,81.73535156,236.7427063,46.93,0.986977931,0.744365412,1.339622642,1.336331513,1.441605092,1.030370647,1,1.30013665,1.296942529,1.399113121
HS051.mov,3.6699625,1920,1080,12.44,25,310,3122.967407,38.23340607,1,0.17277,0.779498794,0.89368,faster,9.56,405.6120605,5.027602196,36.0711987,0.958480193,0.641578367,1.101770372,1.406051755,1.23405474,1.019595382,1,1.080595687,1.379029152,1.210337711
INtensity-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,5.1513781,1920,798,12.6,30,302,1374.126343,17.09268951,1,0.26722,0.592693854,0.92563,faster,4.83,90.82373047,1.131923676,20.12167437,0.699296799,0.132535607,1.696825111,2,1.56806582,1.022035438,1,1.660240974,1.956879307,1.534257777
Into the Sun 1080p60.mp4,3.7382042,1920,1080,20.634,59.94,1237,3051.875,61.90731812,1,0.40073,0.529347544,0.77629,fast,36.05,316.5980225,6.525822639,28.48,0.935262161,0.591924559,1.772727273,1.722131928,1.576643804,1.062477443,1.276891353,1.66848462,1.620864461,1.483931554
Jasmine_flower_2.mp4,4.880299,1920,1080,27.294,29.97,818,1617.957642,43.13607216,1,0.09469,0.777541549,0.99477,faster,14.64,47.3079834,1.286564827,42.51,0.984727839,0.755250865,1.510791367,1.858432826,1.665864721,1.031717306,1,1.464346248,1.801300429,1.614652299
jellyfish-03-mbps-hd-h264.mkv,2.924801,1920,1080,30.03,29.97,900,357.0549316,10.6836586,1,0.3739,0.575474082,0.95,faster,25.73,252.5529785,7.556792259,39.35181238,0.965439484,0.56351782,1.003343798,1.004627933,1.00353235,1.029644108,1,0.974456893,0.975704057,0.974640016
jellyfish-30-mbps-hd-h264.mkv,2.9433021,1920,1080,30.03,29.97,900,3574.299316,106.9487982,1,0.3787,0.638036343,0.94,faster,28.69,323.8612061,9.690447807,38.0098085,0.94673608,0.526296297,1.00566633,1.007139706,1.006037873,1.02566567,1,0.980501112,0.981937619,0.980863357
jellyfish-70-mbps-hd-h264.mkv,2.9478508,1920,1080,30.03,29.97,900,8341.550781,249.5926313,1,0.3775,0.640082623,0.94,faster,30.28,332.4677734,9.947967529,37.86782252,0.943904213,0.519260993,1.00655716,1.008329735,1.007339399,1.025230419,1,0.981786281,0.983515234,0.98254927
Kitty.mp4,3.6748198,1920,1080,25.192,29.97,755,1602.606934,39.43626595,1,0.15532,0.813212789,0.9809,veryfast,12.7,67.88110352,1.70382309,39.46,0.96304499,0.666509465,1.37254902,1.592558354,1.353220142,1.022359518,1.149412419,1.342530681,1.557728301,1.323624536
legs_up_desk_home_office_relaxed_405.mp4,3.7563754,1920,1080,13.56,25,339,330.2473145,4.375386238,1,0.10435,0.347846344,0.96953,veryfast,5.55,31.53088379,0.426016808,43.33,0.977656755,0.615219371,1.320610687,1.452228909,1.118871228,1.030954208,1.004921637,1.280959597,1.408626006,1.085277327
Love.Death.and.Robots.S01E10.Shape-Shifters.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,4.5207166,1920,1080,970.432,24,23290,654.296875,647.6422443,10,0.18503,0.350824588,0.86892,faster,471.8,66.61315918,64.40924358,45.9,0.98795,0.6933,1.548295455,1.584615385,1.536354057,1.032859448,1,1.499037897,1.534202342,1.487476403
Love.Death.and.Robots.S01E11.Helping.Hand.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,4.5603594,1920,1080,604.448,24,14506,424.8046875,274.2544537,6,0.13804,0.378489327,0.90292,faster,253.53,45.98059082,27.69112682,46.47,0.99015,0.704050049,1.53133515,1.636363636,1.5438505,1.033153054,1,1.482195831,1.583854037,1.494309574
Love.Death.and.Robots.S01E12.Fish.Night.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,3.6998072,1920,1080,614.432,24,14746,528.9412842,350.4987516,16,0.29201,0.336581709,0.90233,faster,265.9,71.29919434,43.64929771,46.36,0.9904,0.7204,1.528198074,1.449438202,1.490957974,1.030496777,1.172047435,1.482972202,1.406543169,1.446834194
Love.Death.and.Robots.S01E13.Lucky.13.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,3.6342381,1920,1080,888.448,24,21322,755.6152344,680.450242,15,0.17377,0.303210464,0.87726,faster,468.95,85.55566406,75.73477364,47.8,0.98805,0.697450244,1.542776999,1.509090909,1.536223905,1.032543582,1.222673011,1.494151943,1.461527567,1.487805389
Love.Death.and.Robots.S01E14.Zima.Blue.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,3.6164073,1920,1080,624.448,24,14986,542.505249,364.5730247,30,0.31701,0.216180371,0.90323,faster,263.55,62.91210938,39.14157963,47.61,0.99145,0.750150049,1.537414966,1.53030303,1.533885404,1.02813388,1.237605354,1.495345107,1.488427782,1.491912128
Love.Death.and.Robots.S01E15.Blindspot.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,3.1608379,1920,1080,524.448,24,12586,334.4726563,193.4730911,21,0.15209,0.309018568,0.83506,fast,788.51,46.20751953,24.14454079,49.51,0.99435,0.751500146,1.955922865,1.93877551,1.954661744,1.363606647,1.357116182,1.434374693,1.421799692,1.433449851
Love.Death.and.Robots.S01E16.Ice.Age.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,3.8259811,1920,1080,630.432,24,15130,526.493042,358.1271877,16,0.13178,0.262187872,0.90877,faster,283.54,46.59020996,29.26520634,47.15,0.98975,0.710800049,1.539509537,1.630434783,1.55685412,1.034440124,1.19431504,1.488253889,1.576151916,1.505021011
Love.Death.and.Robots.S01E18.The.Secret.War.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,4.2497975,1920,1080,982.432,24,23578,868.3200684,886.0022898,23,0.18962,0.272988506,0.8581,faster,552.11,114.0140381,111.605093,49.36,0.97475,0.640650049,1.558951965,1.28358209,1.533766125,1.029766762,1,1.513888409,1.246478462,1.489430599
Market 720p120.mp4,5.2013511,1280,720,20.666,119.88,2477,2197.375,44.4876585,1,0.25199,0.620376948,0.77504,faster,26.65,519.4188232,10.72144032,17.26,0.587705967,0.056304123,2,2,1.330831159,1.024893547,1,1.95142218,1.95142218,1.298506721
marmots_family_animals_furry_cute_968.mp4,5.0045638,1280,720,27.03,29.97,810,327.7647705,9.205666542,1,0.23222,0.76223319,0.92637,faster,9.64,99.01452637,2.666407585,24.21,0.743816817,0.294544536,1.714285714,1.892522989,1.56486823,1.027021536,1.006202988,1.669181857,1.842729604,1.523695634
mars-20030905.avi,4.2362198,1920,1080,15.24,25,381,1005.489136,14.97538948,1,0.0081,0.878627021,0.98,faster,5.4,24.39831543,0.370488167,44.64409227,0.992329338,0.570617414,1.322442251,1.644367188,1.387253623,1.027818024,1,1.286650185,1.599862184,1.34970743
messi goal.mp4,4.8185213,1920,1080,15.701,59.94,940,6843.75,105.0998707,1,0.25362,0.251626874,0.90947,veryfast,21,301.8652344,4.717063904,8.97,0.171185525,0.002300781,2,1.968670174,1.007760155,1.026810941,1.005804693,1.947778233,1.917266456,0.981446647
monarch_butterfly_wings_flying_627.mp4,3,1300,1000,8.333,30,249,1747.196167,14.55603981,1,0.04048,0.364118461,0.95432,fast,23.83,107.7167969,0.894364357,44.59,0.998064005,0.766479255,2,2,2,2,1,1,1,1
Next Window 1080p30.mp4,4.8063974,1920,1080,14.986,29.97,449,1464.875,21.85937881,1,0.12107,0.738556606,0.98471,veryfast,8.3,199.4783936,3.017548561,27.11,0.958257783,0.707267424,1.722222222,1.761389661,1.397335198,1.015510503,1,1.695917686,1.734486896,1.375992856
Night Drive 1080p30 (inverted).mp4,3.9091818,1920,1080,19.417,29.97,582,1444.561157,27.92597675,1,0.23254,0.454698676,0.93997,faster,11.69,104.18396,2.029755592,28.03,0.936010108,0.681985354,1.333333333,1.518717453,1.180068916,1.031448506,1,1.292680464,1.472412286,1.144089026
Old_acoustic_guitar.mp4,3.6934232,1920,1080,14.448,29.97,433,1450.858643,20.47636032,1,0.00797,0.883884366,0.99217,veryfast,6.22,48.72998047,0.701460838,39.28,0.966420199,0.64395469,1.406779661,1.460465634,1.388805681,1.02173913,1.12781463,1.376848179,1.429391897,1.359256624
packaging_band_conveyor_flat_conveyor_378.mp4,4.5695012,1920,1080,7.402,24,177,509.0925293,3.752221107,1,0.18348,0.685095469,0.87888,faster,4.81,120.6439209,0.886537552,42.1,0.979970181,0.729676097,1.457446809,1.72786141,1.541472198,1.034419338,1,1.408951626,1.670368434,1.49018115
racing1-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,5.2450086,1920,808,60,30,1438,2048.721924,121.3241043,16,0.2409,0.138990302,0.4,faster,41.45,199.0612793,11.88410759,11.85058309,0.59564183,0.089735062,1.6317932,2,1.698124431,1.016188546,1,1.605797671,1.968138696,1.671072202
racing2-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,3.225606,1920,808,60.192,30,1443,1808.66333,107.6396008,24,0.35799,0.179271519,0.55271,faster,42.59,217.5360107,13.0321455,10.94,0.573357792,0.057238102,1,2,1.401082189,1.02202975,1.335010318,0.978445099,1.956890199,1.370882002
Rain.mp4,3.8749677,1920,1080,17.451,29.97,523,1589.025879,27.08687973,1,0.24408,0.692178984,0.94504,faster,13.47,200.9367676,3.493691444,38.42,0.96819691,0.676843607,1.206349206,1.468575003,1.314752017,1.029602457,1,1.171665042,1.426351494,1.276951126
Rain_2.mp4,4.0287686,1920,1080,34.668,29.97,1039,1825.014893,61.80002022,1,0.00156,0.922657011,0.99646,veryfast,15.44,16.34509277,0.564609528,43.08,0.977068057,0.722622064,1.393939394,1.503004251,1.250682284,1.029502151,1,1.353993668,1.459933084,1.214841836
rain_thunder_water_lightning_387.mp4,2.9281907,1280,620,35.563,29,1017,604.201416,21.17356682,6,0.02861,0.166881057,0.89187,veryfast,12.53,48.99682617,1.712021828,44.08,0.981892157,0.53135685,1,1.008431051,1.029111137,1.037344398,1,0.964,0.972127533,0.992063136
random1-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,4.1076879,1920,808,300.984,30,7216,1220.777466,366.1181374,39,0.3588,0.179668867,0.8,faster,152.81,113.4700928,34.02760887,12.67948653,0.584335466,0.050172856,1.937380764,2,1.684492824,1.023560004,1.337119823,1.892786702,1.953964587,1.645719663
random2-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,5.8470199,1920,808,301.008,30,7217,828.4587402,250.863821,35,0.3384,0.356581224,0.7,faster,115.19,77.73156738,23.31343174,13.35268086,0.604017775,0.04431834,2,2,2,1.026163767,1,1.949006644,1.949006644,1.949006644
rick.and.morty.2014.s01e01.pilot.720p.hdtv.x264.mkv,3.0270774,1280,720,1348.672,23.976,32335,278.225708,447.370141,182,0.21512,0.279588637,0.63227,fast,830.27,78.71679688,105.7773323,38.84,0.97276634,0.473838421,1.880530973,1.924124175,1.911399637,1.243813738,1.518159868,1.511907222,1.546955236,1.536724976
rick.and.morty.2014.s01e03.anatomy.park.720p.hdtv.x264.mkv,3.9665244,1280,720,1313.792,23.976,31499,416.0251465,616.1863623,185,0.20892,0.208178818,0.56572,faster,299.42,86.90258789,113.7581348,43.85,0.987023625,0.705255189,1.25974026,1.476708351,1.342061561,1.028232728,1,1.225150907,1.436161591,1.305211869
rick.and.morty.2014.s01e04.m.night.shaym-aliens!.720p.hdtv.x264.mkv,4.0263917,1280,720,1263.488,23.976,30293,395.7220459,567.0330553,212,0.21282,0.14292355,0.56813,fast,359.01,96.8026123,121.8658504,48.9,0.989201825,0.708694591,1.731958763,1.633736836,1.795536155,1.055802452,1.214100599,1.640419342,1.54738875,1.700636471
rick.and.morty.2014.s01e05.meeseeks.and.destroy.720p.hdtv.x264.mkv,3,1280,720,1268.256,23.976,30407,285.4255371,429.7934809,187,0.21327,0.245646775,0.61337,fast,2581.64,79.13952637,100.0045614,48.86,0.994684513,0.677985183,2,2,2,2,1,1,1,1
Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT (2).avi,5.7478303,1920,798,60.024,30,1439,1132.62854,67.8105793,1,0.2171,0.15174504,0.94,faster,20.87,52.60546875,3.142790794,15.55800227,0.732921741,0.125972826,1.98622207,2,1.933845662,1.028937413,1.000999315,1.930362377,1.943752822,1.879458981
Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT (3).avi,4.6343114,1920,798,60.024,30,1439,1929.886353,114.49897,5,0.5029,0.146813947,0.63,veryfast,50.1,188.2613525,11.2472229,13.47003045,0.69649309,0.075949814,1.479291025,1.988464136,1.316695201,1.024461641,1.00774614,1.44396917,1.940984471,1.285255736
Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,5.3513972,1920,798,60.024,30,1439,1250.937134,74.73888779,1,0.2328,0.118926261,0.83,veryfast,27.7,72.19665527,4.313220024,17.22113236,0.744485031,0.124413362,1.791902755,2,1.76664784,1.032220823,1.006286772,1.735968424,1.937569903,1.711501842
Samsung Galaxy S9- Remix Your Everyday.mp4,2.9228265,1280,720,30.047,23.976,720,162.4312744,5.23041153,7,0.2644,0.140371392,0.58,faster,10.29,91.54199219,2.73908329,41.20747932,0.967820648,0.615453085,1.006526487,1.002576031,1.00449721,1.031056669,1,0.976208697,0.972377233,0.974240544
sawing_tools_saw_carpentry_wood_520.mp4,4.4928211,1920,1080,11.307,24,260,1025.941895,11.00958443,1,0.14585,0.697622591,0.98138,veryfast,4.72,42.51550293,0.458950996,41.78,0.972147767,0.621030988,1.456521739,1.695149918,1.485950614,1.03222945,1,1.411044549,1.642222006,1.439554562
seagull_ocean_boat_cruise_birds_401.mp4,3.2548772,1920,1080,15.68,50,784,321.9112549,4.933218002,1,0.06133,0.517410457,0.96847,faster,13.84,191.0062256,2.984168053,38.59,0.956278288,0.544679364,1.008064516,1.269543578,1.051708067,1.02286999,1,0.985525557,1.241158301,1.028193296
sitka_black_tailed_deer_deer_wildlife_969.mp4,3.9194759,1280,720,12.012,29.97,360,289.5743408,3.401821136,1,0.33622,0.917794978,0.84772,fast,5.53,181.0695801,2.167156219,34.66,0.967304515,0.642626132,1.563451777,1.677097131,1.571709507,1.049273021,1.170125465,1.490033333,1.598341993,1.497903287
surf_board_painting_building_making_1019.mp4,4.2144253,1920,1080,15.6,25,390,326.7354736,4.979997635,1,0.05723,0.837114169,0.98605,veryfast,6.95,82.6842041,1.285217285,40.57,0.973356385,0.703712065,1.347826087,1.59120741,1.386892544,1.026456918,1,1.313085881,1.550194053,1.351145401
Swan.mp4,3.2233169,1920,1080,24.024,29.97,720,1490.595581,34.98021793,1,0.07508,0.80635301,0.92989,veryfast,20.89,393.435791,9.417783737,36.75,0.941539467,0.594561897,1.103703704,1.150276958,1.124449778,1.030991159,1.016616226,1.070526837,1.115700119,1.090649293
talking1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,5.4350016,1920,798,98.52,30,2362,793.5748291,78.73640251,1,0.3253,0.235198511,0.95,veryfast,33.13,39.06115723,3.83422184,14.72144372,0.696838727,0.086933999,1.628267475,2,1.960100373,1.028218244,1,1.583581583,1.945112346,1.906307717
talking2-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,5.3213213,1920,798,97.92,30,2347,841.3157959,82.76462746,2,0.3114,0.277667734,0.91,faster,42.38,65.06237793,6.339612007,15.13459815,0.696940468,0.105460806,1.891974195,1.997472095,1.633843163,1.037954513,1,1.822791049,1.924431245,1.574099002
Tumbbad cut 1.mkv,3.2258863,1920,816,121.457,24,2914,612.875,81.89019871,2,0.06957,0.944444444,0.89584,veryfast,41.13,52,6.14,44.16,0.96730704,0.401763378,1.159090909,1.129481977,1.02066883,1.025839549,1,1.129894933,1.101031811,0.994959525
Tumbbad cut 2.mkv,3.5672165,1920,816,123.083,24,2951,458.375,64.48530293,1,0.17339,0.285187814,0.92022,veryfast,45.75,42.375,5.08,42.04,0.980230523,0.406489851,1.173469388,1.283316883,1.211552109,1.028347552,1,1.141121389,1.247940815,1.178154318
Tumbbad cut 3.mkv,4.0191023,1920,816,123.323,24,2932,545.25,75.03220177,1,0.09452,0.199118316,0.92224,faster,39.38,21.625,2.57,44.98,0.984118625,0.550029928,1.267326733,1.60588641,1.265613109,1.029788721,1,1.230666744,1.559432898,1.229002691
Tumbbad cut 4.mkv,3.3896953,1920,816,62.916,24,1504,526.125,37.10638714,1,0.12157,0.105379966,0.92951,veryfast,22,46.25,2.83,39.46,0.965909437,0.379201648,1.054347826,1.321206042,1.106178924,1.027152152,1,1.026476773,1.286280752,1.076937747
Tumbbad cut 5.mkv,3.5056015,1920,816,66.235,24,1541,726.125,51.95376873,2,0.22824,0.224293948,0.85747,fast,59.79,76.375,4.77,44.42,0.983915823,0.640101937,1.754716981,1.835708351,1.759736266,1.119195046,1.363636364,1.567838409,1.640204142,1.572323137
Tumbbad cut 6.mkv,3.2946988,1920,816,62.166,24,1491,1066.25,69.33984566,1,0.17105,0.174909689,0.82503,faster,31.06,95.75,5.79,45.73,0.983172751,0.41416431,1.246268657,1.083714947,1.056932138,1.027989476,1,1.212336008,1.054208212,1.02815463
Tumbbad cut 7.mkv,4.4305065,1920,816,121.25,24,2910,443.75,61.79137421,1,0.04935,0.461465954,0.32151,fast,38.97,62.875,7.42,43.04,0.99779645,0.744215278,1.516260163,1.816826853,1.583848196,1.055175071,1.051759834,1.436974967,1.721825035,1.501028824
tv-control-room-static-camera-loop_n18w6shax__WL.mp4,4.7380246,1920,1080,30.04,25,751,1519.837769,44.58968639,1,0.0201,0.855021145,0.99,veryfast,11.06,54.95458984,1.644879341,40.85892928,0.981931162,0.719151503,1.542944136,1.738681187,1.5612096,1.022121097,1,1.509551207,1.701052049,1.527421363
vineyard_vine_production_greece_958.mp4,3.6778231,1280,720,32.908,23.976,789,356.9372559,11.48044395,1,0.40053,0.335601624,0.82415,fast,12.19,75.26782227,2.467973709,39.01,0.964016627,0.661254536,1.575,1.692336405,1.62250063,1.069405815,1.243257259,1.472780471,1.582501591,1.517198249
water_tap_dripping_drops_faucet_tap_424.mp4,3.3978856,1920,1080,14.306,23.976,343,329.1993408,4.601613998,1,7.00E-04,0.759026369,0.98686,faster,4.92,4.974975586,0.070914268,49.83,0.995420221,0.540848028,1.431372549,1.517023317,1.125453166,1.033805889,1.159730745,1.384566063,1.467416015,1.088650372
weidemeyers_admiral_butterfly_flower_524.mp4,5.3440685,1920,1080,8.011,29.97,240,511.9628906,4.181225777,1,0.5485,0.796955255,0.6535,veryfast,7.56,806.0043945,6.431186676,16.58,0.615166418,0.213016084,2,2,1.958237078,1.012871287,1.100757122,1.974584555,1.974584555,1.933352345
wide-20040607-small.avi,3.1989017,1024,576,79.12,25,1978,375.8397217,29.08767128,10,0.3515,0.245378266,0.95,faster,24.05,52.9206543,4.171964645,39.94634345,0.959829325,0.530323369,1.100438984,1.151573893,1.074711954,1.036760682,1.003084368,1.061420444,1.11074225,1.036605624
With Cars or Without-.mp4,4.4068956,1920,1080,60.16,29.97,1803,549.3164063,34.03019619,10,0.23207,0.692713333,0.82936,veryfast,28.46,156.1365967,9.359273911,51.38,0.959578478,0.680462881,1.639468691,1.435021168,1.41516741,1.018780032,1,1.609246982,1.408568213,1.389080435
With Cars or Without-_2.mp4,4.9724777,640,360,60.162,29.97,1803,89.2935791,6.061433792,13,0.13452,0.740772271,0.76019,veryfast,3.97,15.34655762,0.91991806,41.29,0.952114034,0.710206598,1.815789474,1.659211456,1.60399473,1.021171837,1.000244493,1.778142922,1.624811219,1.570739294
WP_20130802_10_42_24_Pro.mp4,4.5594053,1920,1080,15.406,24,370,2185.255981,33.38636589,1,0.17086,0.926180452,0.96,fast,12.5,397.3406982,6.097753525,35.51,0.947547369,0.599513469,1.554285714,1.668132802,1.64246575,1.047948543,1.018179521,1.48316988,1.591807931,1.567315267
